PRIORITY RANK,NOTE,BASIN,HUC_12,COUNTY,DESCRIPTION,STATION,USE,CAUSE(S)
,,,,,,,,
3,,SALUDA,030501091104,SALUDA,LITTLE SALUDA RVR AT US 378 E SALUDA,S-050,AL,DO
3,,SALUDA,030501091104,SALUDA,LITTLE SALUDA RVR AT S-41-39 5.2 MI NE SALUDA,S-123,AL,DO
,,,,,,,,
2,,SALUDA,030501091105,SALUDA,LAKE MURRAY; LITTLE SALUDA ARM AT SC 391,S-222,AL,"PH, TP"
,,,,,,,,
3,,SALUDA,030501091202,SALUDA,SALUDA RIVER AT S.C. ROUTE 39,S-295,REC,ECOLI
,,,,,,,,
3,,SALUDA,030501091204,NEWBERRY,BUSH RIVER AT SC 560 S OF JOANNA,S-042,AL,DO
,,,,,,,,
3,,SALUDA,030501091206,NEWBERRY,"BUSH RIVER  AT COUNTY RD 395,  3 M S OF NEWBERRY",RS-01044,AL,BIO
3,,SALUDA,030501091206,NEWBERRY,SCOTT CK AT SC 34 SW OF NEWBERRY,S-044,AL,DO
3,,SALUDA,030501091206,NEWBERRY,BUSH RVR AT S-36-41 8.5 MI S OF NEWBERRY,S-102,AL,DO
3,,SALUDA,030501091206,NEWBERRY,"LAKE MURRAY,  BUSH RVR ARM,  4.6 KM US SC 391",S-309,AL,"CHLA, PH, TN, TP"
3,,SALUDA,030501091206,NEWBERRY,"LAKE MURRAY,  BUSH RVR ARM,  4.6 KM US SC 391",S-309,REC,ECOLI
,,,,,,,,
3,,SALUDA,030501091207,NEWBERRY,SALUDA RVR AT SC 121,S-047,FISH,HG
3,,SALUDA,030501091207,NEWBERRY,SALUDA RIVER @ SC 395,S-105,FISH,HG
3,,SALUDA,030501091207,NEWBERRY,"LAKE MURRAY,  SALUDA RVR ARM,  US BUSH RVR,  3.8 KM US SC 391",S-310,AL,PH
,,,,,,,,
2,,SALUDA,030501091305,NEWBERRY,CAMPING CK S-36-202 BLW GA PACIFIC,S-290,AL,PB
3,,SALUDA,030501091305,NEWBERRY,CAMPING CREEK AT SR 72,S-850,AL,BIO
,,,,,,,,
3,,SALUDA,030501091307,NEWBERRY,LAKE MURRAY NEAR MOUTH OF HAWLEEK CREEK ARM APPROX 0.5 MI NE OF RIVER BEND LANDING,RL-14158,REC,ECOLI
3,,SALUDA,030501091307,NEWBERRY,MACEDONIA LANDING LK MURRAY AT END OF S-36-26 MACEDONIA,S-212,AL,PH
,,,,,,,,
2,,SALUDA,030501091402,LEXINGTON,12 MILE CREEK,CRK09,REC,ECOLI
3,,SALUDA,030501091402,LEXINGTON,TWELVEMILE CK AT S-32-106,S-052,AL,BIO
3,,SALUDA,030501091402,LEXINGTON,TWELVEMILE CK AT S-32-106,S-052,REC,ECOLI
3,,SALUDA,030501091402,LEXINGTON,TWELVEMILE CREEK AT U.S. ROUTE 378,S-294,AL,BIO
3,,SALUDA,030501091402,LEXINGTON,FOURTEEN MILE CREEK AT SR 28,S-848,AL,BIO
,,,,,,,,
2,,SALUDA,030501091403,LEXINGTON,STOOPS CREEK,CRK08,REC,ECOLI
3,,SALUDA,030501091403,LEXINGTON,"RAWLS CREEK AT COUNTY RD 175,  0.25 M W OF IRMO",RS-01012,AL,BIO
3,,SALUDA,030501091403,LEXINGTON,SALUDA RVR AT MEPCO ELECT. PLANT WATER INTAKE SSE IRMO,S-149,AL,TURBIDITY
3,,SALUDA,030501091403,LEXINGTON,LORICK BR AT PT UPSTRM OF JCT WITH SALUDA RVR,S-150,AL,DO
3,,SALUDA,030501091403,LEXINGTON,SALUDA RVR JUST BELOW LK MURRAY DAM,S-152,FISH,HG
3,,SALUDA,030501091403,LEXINGTON,KINLEY CK AT S-32-36 (ST. ANDREWS RD) IN IRMO,S-260,AL,BIO
3,,SALUDA,030501091403,LEXINGTON,RAWLS CREEK AT S-32-107,S-287,AL,BIO
2,,SALUDA,030501091403,LEXINGTON,SALUDA RVR AT USGS GAGING STATION; 1/2 MI BELOW I-20,S-298,REC,ECOLI
3,,SALUDA,030501091403,LEXINGTON,STOOP CREEK @BUSH RIVER ROAD,S-507,AL,BIO
,,,,,,,,
3,,SALUDA,030501100104,LEXINGTON,SIXMILE CK ON US 21 S OF CAYCE,C-005,AL,DO
2,,SALUDA,030501100104,LEXINGTON,CONGAREE CK AT S-32-66,C-070,REC,ECOLI
,,,,,,,,
3,,SALUDA,030501100201,RICHLAND,SESQUICENTENNIAL STATE PARK,C-046,FISH,HG
3,,SALUDA,030501100201,RICHLAND,LIGHTWOOD KNOT BRANCH AT TRENHOLM RD EXTENSION,RS-09323,AL,BIO
,,,,,,,,
2,,SALUDA,030501100203,RICHLAND,GILLS CK AT SC 48 -BLUFF ROAD,C-017,AL,PB
3,,SALUDA,030501100203,RICHLAND,FOREST LAKE AT DAM,C-068,FISH,HG
,,,,,,,,
3,,SALUDA,030501100301,RICHLAND,CONGAREE RIVER @ BARNEY JORDAN RAMP,C-007A,FISH,HG
3,,SALUDA,030501100301,RICHLAND,CONGAREE RIVER @ ST HWY 378,C-007F,FISH,HG
2,,SALUDA,030501100301,RICHLAND,ROCKY BRANCH,CRK06,REC,ECOLI
2,,SALUDA,030501100301,LEXINGTON,CONGAREE RVR AT BLOSSOM ST (SALUDA RIVER),CSB-001L,REC,ECOLI
,,,,,,,,
3,,SALUDA,030501100304,RICHLAND,MILL CK AT SC 262,C-021,REC,ECOLI
3,,SALUDA,030501100304,RICHLAND,REEDER POINT BR AT SC 48,C-073,REC,ECOLI
,,,,,,,,
3,,SALUDA,030501100305,RICHLAND,CEDAR CK AT S-40-734,C-071,AL,BIO
,,,,,,,,
3,,SALUDA,030501100310,RICHLAND,CEDAR CK CANOE ACCESS OFF S-40-1288 (SO CEDAR CK RD),C-076,REC,ECOLI
3,,SALUDA,030501100310,RICHLAND,CEDAR CREEK IN CONGAREE NATIONAL PARK - WESTON LAKE LOOP TRAIL AT BRIDGE B,C-077,REC,ECOLI
3,,SALUDA,030501100310,CALHOUN,CONGAREE RIVER@ DEVRO-TEEPAK DISCHARGE OUTFALL,S-967,AL,CU
,,,,,,,,
3,,SALUDA,030501100401,RICHLAND,TOMS CK AT SC 48,C-072,AL,DO
3,,SALUDA,030501100401,RICHLAND,TOMS CK AT SC 48,C-072,REC,ECOLI
3,,SALUDA,030501100401,RICHLAND,TOMS CREEK AT POWER LINE AND RR TRACK,C-579,AL,BIO
3,,SALUDA,030501100401,RICHLAND,TOM'S  CREEK AT RED BLUFF RD.,S-950,AL,PH
3,,SALUDA,030501100401,RICHLAND,TOM'S  CREEK AT RED BLUFF RD.,S-950,REC,ECOLI
,,,,,,,,
3,,SALUDA,030501100402,CALHOUN,BUCKHEAD CREEK AT S-09-151 2.1 MI NE OF FORT MOTTE,RS-04521,AL,BIO
,,,,,,,,
3,,SALUDA,030501100403,CALHOUN,CONGAREE RVR AT US 601 -SC-001,C-007,FISH,HG
,,,,,,,,
3,,SANTEE,030501110101,CALHOUN,WARLEY CREEK AT CO RD S-09-287 3.4 MI NW OF LONE STAR,RS-04389,AL,BIO
,,,,,,,,
3,,SANTEE,030501110102,SUMTER,DUCKFORD BRANCH AT S-43-52 3.2 MI SW OF PINEWOOD,RS-05585,REC,ECOLI
3,,SANTEE,030501110102,CLAERENDON,SPRING CROVE CREEK AT SECONDARY ROAD 26 BRIDGE,SC-009,REC,ECOLI
,,,,,,,,
3,,SANTEE,030501110103,CALHOUN,LK INSPIRATION - ST MATTHEWS (FRONT OF HEALTH DEPT),C-058,AL,"CHLA, PH, TP, TURBIDITY"
3,,SANTEE,030501110103,CALHOUN,LYONS CREEK AT SC 6,ST-533,AL,BIO
,,,,,,,,
3,,SANTEE,030501110104,CALHOUN,LAKE MARION SANTEE RIVER ARM 6 MI NE OF ELLOREE,RL-06422,AL,TP
3,,SANTEE,030501110104,CALHOUN,UPPER LAKE MARION @ THE MOUTH OF HALFWAY SWAMP CREEK,SC-038,AL,TP
3,,SANTEE,030501110104,CALHOUN,HALFWAY SWAMP CREEK AT SR 157,ST-534,AL,BIO
,,,,,,,,
3,,SANTEE,030501110105,ORANGEBURG,BRIDGE OVER BIG POPLAR CREEK AT S-38-199,RS-12062,REC,ECOLI
3,,SANTEE,030501110105,CALHOUN,BIG POPLAR CREEK @ SECONDARY ROAD 105 BRIDGE,SC-011,AL,DO
,,,,,,,,
3,,SANTEE,030501110106,CLARENDON,JACKS CK AT S-14-76 -SC-013,CW-244,AL,DO
3,,SANTEE,030501110106,CLARENDON,LAKE MARION ASSIGNED TO SANTEE-COOPER PROJECT,SC-048,AL,CU
,,,,,,,,
3,,SANTEE,030501110107,CLARENDON,UNNAMED TRIBUTARY TO TAWCAW CREEK AT S-14-559 (WILLIAM BRUNSON ROAD) 4.6 MI SE OF SUMMERTON,RS-03505,REC,ECOLI
3,,SANTEE,030501110107,CLARENDON,TAWCAW CK AT S-14-127 3.2 MI S OF SUMMERTON (SC-018),ST-018,AL,DO
,,,,,,,,
3,,SANTEE,030501110108,CLARENDON,"WHITE OAK CREEK AT COUNTY RD 345,  4.5 M ESE OF SUMMERTON",RS-01051,REC,ECOLI
3,,SANTEE,030501110108,CLARENDON,LAKE MARION ASSIGNED TO SANTEE-COOPER PROJECT,SC-059,AL,DO
3,,SANTEE,030501110108,CLARENDON,LK MARION AT END OF S-14-64 AT CAMP BOB COOPER,ST-024,FISH,HG
3,,SANTEE,030501110108,CLARENDON,POTATO CK AT S-14-127 3.2 MI S OF SUMMERTON (SC-020),ST-035,AL,DO
3,,SANTEE,030501110108,CLARENDON,"LK MARION,  WYBOO CREEK ARM DS OF CLUBHOUSE BR (SC-023A)",ST-036,AL,PH
,,,,,,,,
3,,SANTEE,030501110109,CALHOUN,LAKE MARION @ TREZVANT'S LANDING,C-007K,FISH,HG
3,,SANTEE,030501110109,CALHOUN,LAKE MARION @ DANIELS 4H CAMP,C-057,FISH,HG
3,,SANTEE,030501110109,CLARENDON,LK MARION @ CHANNEL MARKER 69; USE SANTEE COOPER SC-016,RL-02308,AL,TP
3,*,SANTEE,030501110109,CALHOUN,LAKE MARION 0.5 MI NE OF CALHOUN LANDING (USE SC-044),RL-04388,AL,TP
3,,SANTEE,030501110109,CLARENDON,LAKE MARION 0.65MI SSE OF SOUTHEAST END OF GREEN ISLAND,RL-10010,AL,TP
3,,SANTEE,030501110109,CALHOUN,LAKE MARION 4.5MI ESE OF JCT OF SC-33 AND SC-267,RL-10019,AL,TP
3,,SANTEE,030501110109,ORANGEBURG,LAKE MARION APPROX 90 YARDS FROM SHORE BETWEEN MILL CK AND INDIAN BLUFF PARK LANDING -BETWEEN BIG DO,RL-13070,AL,TP
3,,SANTEE,030501110109,CLARENDON,LAKE MARION NEAR SANTEE NATL WILDLIFE REFUGE APPROX 3 MI ESE OF ROUND ISLAND,RL-13074,AL,TP
3,,SANTEE,030501110109,CLARENDON,LAKE MARION APPROX 0.5 MI SW OF END OF DUBOISE DR,RL-13086,AL,TP
3,,SANTEE,030501110109,ORANGEBURG,LAKE MARION APPROX 250 YDS SW OF SOUTHEAST TIP OF SIXTEEN ISLAND,RL-13090,AL,TP
3,,SANTEE,030501110109,SUMTER,UPPER SANTEE RIVER 0.2 KM UPSTRM OF MOUTH OF BROADWATER CR.,SC-004,REC,ECOLI
3,,SANTEE,030501110109,SUMTER,UPPER LAKE MARION NEAR PACK'S LANDING,SC-005,AL,"DO, TP"
3,,SANTEE,030501110109,CALHOUN,UPPER LAKE MARION AT CHANNEL MARKER 150,SC-010,AL,TP
3,,SANTEE,030501110109,ORANGEBURG,UPPER LAKE MARION @ HEADWATERS OF CHAPEL BRANCH CREEK,SC-014,AL,"CHLA, TP"
3,,SANTEE,030501110109,CLARENDON,UPPER LAKE MARION 2.0 KM BELOW RIMINI RAILROAD  TRESTLE,SC-039,AL,"DO, TP"
3,,SANTEE,030501110109,ORANGEBURG,MID LAKE MARION @ CHANNEL MARKER 79,SC-040,AL,TP
3,,SANTEE,030501110109,CLARENDON,MID LAKE MARION 3.2 KM NORTH OF CHANNEL MARKER 79,SC-041,AL,TP
3,,SANTEE,030501110109,CLARENDON,MID LAKE MARION @ NORTH END OF  I-95 / U.S. 301 BRIDGES,SC-042,AL,TP
3,,SANTEE,030501110109,ORANGEBURG,STREAM FLOWING THRU SANTEE NATIONAL GOLF COURSE POND @ HWY 6,SC-045,AL,DO
3,,SANTEE,030501110109,SUMTER,STREAM ORIGINATING UPSTRM OF SAFETY KLEEN HAZARDOUS LANDFILL,SC-058,AL,"DO, PH"
3,,SANTEE,030501110109,ORANGEBURG,LK MARION AT OLD US 301/15 BRDG AT SANTEE (SC-015),ST-025,AL,TP
3,,SANTEE,030501110109,CLARENDON,LAKE MARION @ DAM,ST-027,FISH,HG
3,,SANTEE,030501110109,CALHOUN,LAKE MARION AT RR TRESTLE AT LONE STAR (SC-008),ST-034,AL,TP
3,,SANTEE,030501110109,SUMTER,LAKE MARION @ RIMINI,ST-519,FISH,HG
3,,SANTEE,030501110109,CALHOUN,LAKE MARION @ LOW FALLS LANDING,ST-529,FISH,HG
,,,,,,,,
3,,SANTEE,030501120101,BERKELEY,LOWER SANTEE RIVER AT  WILSON'S LANDING BELOW SPILLWAY DAM,SC-024,AL,DO
3,,SANTEE,030501120101,BERKELEY,LOWER SANTEE RIVER AT  WILSON'S LANDING BELOW SPILLWAY DAM,SC-024,REC,ECOLI
3,,SANTEE,030501120101,BERKELEY,SANTEE RIVER BELOW LAKE MARION (WILSONS),ST-532,FISH,HG
,,,,,,,,
3,,SANTEE,030501120102,CLARENDON,BENNETTS BRANCH AT S-14-351 11.5 MI SSE OF MANNING,ST-536,AL,BIO
3,,SANTEE,030501120102,CLARENDON,BENNETTS BRANCH AT S-14-351 11.5 MI SSE OF MANNING,ST-536,REC,ECOLI
3,,SANTEE,030501120102,CLARENDON,DOCTOR BRANCH AT SR 48,ST-537,AL,BIO
,,,,,,,,
3,,SANTEE,030501120105,BERKELEY,CRAWL CREEK AT US 52,RS-12071,AL,DO
3,,SANTEE,030501120105,BERKELEY,CRAWL CREEK AT US 52,RS-12071,REC,ECOLI
3,,SANTEE,030501120105,BERKELEY,REDIVERSION CANAL AT US 52 (SC-037A),ST-031,FISH,HG
,,,,,,,,
3,,SANTEE,030501120106,WILLIAMSBURG,SANTEE RIVER @ US 52 (HWY 52 LANDING),ST-528,FISH,HG
,,,,,,,,
3,,SANTEE,030501120206,BERKELEY,SANTEE RVR AT SC 41/US 17A NE OF JAMESTOWN,ST-001,FISH,HG
,,,,,,,,
3,,SANTEE,030501120302,CHARLESTON,WAMBAW CK AT EXTENSION OF S-10-857 -BRIDGE NEAR BOAT LANDING-; RUTLEDGE ROAD; ON GRAVEL NATIONAL FOR,CSTL-112,FISH,HG
3,,SANTEE,030501120302,CHARLESTON,WAMBAW CK AT EXTENSION OF S-10-857 -BRIDGE NEAR BOAT LANDING-; RUTLEDGE ROAD; ON GRAVEL NATIONAL FOR,CSTL-112,REC,ECOLI
,,,,,,,,
3,*,SANTEE,030501120303,CHARLESTON,SOUTH SANTEE RIVER 400 YARDS UPSTREAM FROM THE INTRACOASTAL WATERWAY SOUTH OF GOAT ISLAND,RO-08344,AL,TURBIDITY
3,,SANTEE,030501120303,CHARLESTON,CEDAR CREEK AT CNTY RD 857 HAMPTON PLANTATION STATE PARK,RS-01056,REC,ECOLI
3,,SANTEE,030501120303,CHARLESTON,UNNAMED TIDE CREEK ACROSS ICWW 0.5 MI NE OF MOUTH OF ALLIGATOR CREEK,RT-12033,AL,TURBIDITY
3,,SANTEE,030501120303,CHARLESTON,S SANTEE RVR AT US 17,ST-006,FISH,HG
3,,SANTEE,030501120303,CHARLESTON,S SANTEE RVR AT US 17,ST-006,REC,ENTERO
,,,,,,,,
3,,SANTEE,030501120402,GEORGETOWN,WADMACON CREEK @ SANDHOLE,CSTL-586,FISH,HG
3,,SANTEE,030501120402,GEORGETOWN,WADMACON CREEK @ THE BLUFF,CSTL-587,FISH,HG
,,,,,,,,
3,,SANTEE,030501120403,GEORGETOWN,NORTH SANTEE RIVER AT BEACH CREEK,06A-03,SHELLFISH,FC
3,,SANTEE,030501120403,GEORGETOWN,NORTH SANTEE BAY - E OF CANE ISLAND (C6-97),06A-04A,SHELLFISH,FC
3,,SANTEE,030501120403,GEORGETOWN,NORTH SANTEE RIVER - SW OF CANE ISLAND (C6-97),06A-04B,SHELLFISH,FC
3,,SANTEE,030501120403,GEORGETOWN,NORTH SANTEE RVR NEAR THE NORTHWESTERN TIP OF CONE ISL (C-3/-01),06A-04C,SHELLFISH,FC
3,,SANTEE,030501120403,GEORGETOWN,NORTH SANTEE RIVER AND MOSQUITO CREEK,06A-05,SHELLFISH,FC
3,,SANTEE,030501120403,GEORGETOWN,AIWW AT MINUM CREEK,06A-11,SHELLFISH,FC
3,,SANTEE,030501120403,GEORGETOWN,NORTH SANTEE RIVER @ HARRIS LANDING,CSTL-593,FISH,HG
3,,SANTEE,030501120403,GEORGETOWN,"MINIM CREEK,  9 M S OF GEORGETOWN",RT-01654,AL,TURBIDITY
3,,SANTEE,030501120403,GEORGETOWN,N SANTEE RVR AT US 17,ST-005,FISH,HG
,,,,,,,,
3,,SANTEE,030502010101,BERKELEY,DIVERSION CANAL AT SC 45 12.6 MI W OF ST STEPHENS (SC-025),CSTL-079,FISH,HG
3,,SANTEE,030502010101,BERKELEY,LAKE MOULTRIE @ DAM,CSTL-080,FISH,HG
3,,SANTEE,030502010101,BERKELEY,TRIBUTARY 0.6 KM UPSTR OF SC HWY. 6 NEAR CROSS HS,SC-026,REC,ECOLI
3,,SANTEE,030502010101,BERKELEY,DUCK POND CREEK AT HWY. 6,SC-034,REC,ECOLI
3,,SANTEE,030502010101,BERKELEY,LAKE MOULTRIE @ FRED L. DAY LANDING,ST-530,FISH,HG
3,,SANTEE,030502010101,BERKELEY,LAKE MOULTRIE @ HATCHERY LANDING,ST-531,FISH,HG
,,,,,,,,
3,,SANTEE,030502010201,BERKELEY,WALKER SW AT US 52 2.5 MI S ST STEPHENS,ST-007,AL,DO
,,,,,,,,
3,,SANTEE,030502010203,BERKELEY,WADBOO SWP AT SC 402,CSTL-113,FISH,HG
3,,SANTEE,030502010203,BERKELEY,WADBOO SWP AT SC 402,CSTL-113,REC,ECOLI
,,,,,,,,
3,,SANTEE,030502010301,BERKELEY,TURKEY CK AT FOREST SERVICE RD 251 IRISHTOWN FM SC 402,RS-02483,REC,ECOLI
,,,,,,,,
3,,SANTEE,030502010304,BERKELEY,EAST FORK OF COOPER RIVER NEAR QUINBYCR,CSTL-564,FISH,HG
,,,,,,,,
3,,SANTEE,030502010401,CHARLESTON,TOOMER CREEK 2.5 MI E SC 41 BRIDGE OVER WANDO RIVER,RT-06012,AL,DO
,,,,,,,,
3,,SANTEE,030502010402,CHARLESTON,HOBCAW CREEK 1 - NEXT TO THE PIER LOCATED AT THE END OF E HOBCAW DR.,HC1,REC,ENTERO
3,,SANTEE,030502010402,CHARLESTON,HOBCAW CREEK 2 - END OF THE FLOATING L-SHAPED DOCK AT I'ON NEIGHBORHOOD CREEK CLUB,HC2,REC,ENTERO
3,,SANTEE,030502010402,BERKELEY,BERESFORD CREEK 5.3 MI NNE OF WANDO AND COOPER RIVER CONFLUENCE,RO-056092,AL,DO
3,,SANTEE,030502010402,CHARLESTON,BOONE HALL CREEK 1.5 MI WNW OF INTERSECTION OF US 17 AND SC 41,RT-052100,REC,ENTERO
,,,,,,,,
3,,SANTEE,030502010503,BERKELEY,WASSAMASSAW SWP AT US 176,CSTL-063,REC,ECOLI
,,,,,,,,
3,,SANTEE,030502010601,DORCHESTER,DORCHESTER CK AT SC 165,CSTL-013,AL,DO
3,,SANTEE,030502010601,DORCHESTER,SAWMILL BR AT SC 78 E OF SUMMERVILLE,CSTL-043,AL,DO
,,,,,,,,
3,,SANTEE,030502010602,DORCHESTER,ASHLEY RVR AT SC 165 4.8 MI SSW OF SUMMERVILLE,CSTL-102,REC,"ECOLI, ENTERO"
,,,,,,,,
3,,SANTEE,030502010603,DORCHESTER,EAGLE CK AT SC 642 5 MI SSE OF SUMMERVILLE,CSTL-099,REC,ENTERO
,,,,,,,,
3,,SANTEE,030502010604,DORCHESTER,ASHLEY RIVER @ DORCHESTER STATE PARK,CSTL-560,FISH,HG
3,,SANTEE,030502010604,CHARLESTON,ASHLEY RVR AT MAGNOLIA GARDENS,MD-049,AL,"PH, TURBIDITY"
3,,SANTEE,030502010604,CHARLESTON,ASHLEY RVR AT MAGNOLIA GARDENS,MD-049,REC,ENTERO
3,,SANTEE,030502010604,CHARLESTON,ASHLEY RV 1.8 MI NW RUNNYMEDE PLANTATION,RT-032046,REC,ENTERO
,,,,,,,,
3,,SANTEE,030502010605,CHARLESTON,"ASHLEY RIVER 1 - TRIANGULATE BETWEEN TREE LINE ON ISLAND,  PEAK OF ROOF ON RICE BUILDING,   AND ROAD S",AR1,REC,ENTERO
3,,SANTEE,030502010605,CHARLESTON,BRITTLEBANK PARK - END OF FLOATING DOCK FACING SOUTHWEST,AR2,REC,ENTERO
3,,SANTEE,030502010605,CHARLESTON,ASHLEY RIVER BETWEEN OLDTOWN CREEK AND THE ASHLEY RIVER MEMORIAL BRIDGE NEAR MIDCHANNEL.,RO-09363,REC,ENTERO
3,,SANTEE,030502010605,CHARLESTON,JAMES ISLAND CREEK N OF WHITE HALL PLANTATION,RT-052098,AL,DO
3,,SANTEE,030502010605,CHARLESTON,ORANGEGROVE CREEK SE OF LOOP IN BOARDMAN RD,RT-12020,REC,ENTERO
3,,SANTEE,030502010605,CHARLESTON,WAPPOO CUT PUBLIC BOAT LANDING - END OF WESTERN FLOATING DOCK AT THE WAPPOO CUT PUBLIC BOAT RAMP,WC1,REC,ENTERO
,,,,,,,,
3,,SANTEE,030502010701,BERKELEY,TAIL RACE CANAL AT US 52 AND 17A BELOW LAKE MOULTRIE -SC-033,CSTL-062,FISH,HG
,,,,,,,,
3,,SANTEE,030502010703,BERKELEY,FOSTER CREEK AT CHARLESTON CPW WATER INTAKE,MD-240,AL,DO
,,,,,,,,
3,,SANTEE,030502010704,BERKELEY,BACK RIVER RES IN FOREBAY EQUIDISTANT FROM DAM AND SHORELINES,CSTL-124,AL,DO
3,,SANTEE,030502010704,BERKELEY,COOPER RIVER @ BUSHY PARK,MD-042,FISH,HG
3,,SANTEE,030502010704,BERKELEY,DURHAM CK AT S-08-9 BRIDGE,MD-217,FISH,HG
,,,,,,,,
3,,SANTEE,030502010706,BERKELEY,GOOSE CK AT S-08-136 BRIDGE,MD-039,REC,ENTERO
3,,SANTEE,030502010706,CHARLESTON,GOOSE CK AT US 52 N CHTN,MD-114,AL,DO
3,,SANTEE,030502010706,BERKELEY,GOOSE CK RES 2.3 M S OF GOOSE CREEK TOWN CENTER,RL-01008,AL,DO
3,,SANTEE,030502010706,BERKELEY,GOOSE CREEK RESERVOIR 1.0 MI NW OF SPILLWAY NEAR W SHORELINE,RL-03340,AL,"CHLA, DO, TP"
3,,SANTEE,030502010706,BERKELEY,GOOSE CREEK RESERVOIR 2.8 MI NW OF SPILLWAY NEAR OTRANTO,RL-04390,AL,"CHLA, DO, TP"
3,,SANTEE,030502010706,BERKELEY,GOOSE CREEK RESERVOIR 0.55 MI W OF DAM,RL-05412,AL,TP
3,,SANTEE,030502010706,BERKELEY,GOOSE CREEK RESERVOIR 2 MI N OF SPILLWAY,RL-06434,AL,DO
3,,SANTEE,030502010706,BERKELEY,"GOOSE CK RESERVOIR 0.6 MI NW OF 2ND POWERLINES US OF BOAT RAMP,  NEAR W SHORE BTWN 2 WESTERN EMBAYMEN",RL-07017,AL,DO
3,,SANTEE,030502010706,BERKELEY,GOOSE CK RESERVOIR MIDLAKE IN LINE WITH NORTHBROOK BLVD,RL-08065,AL,TP
3,,SANTEE,030502010706,BERKELEY,GOOSE CREEK RESERVOIR 0.1 MILE NORTHEAST OF THE JOHN R. BETTIS BOAT LANDING AND 0.1 MILES SOUTHEAST ,RL-09081,AL,"CHLA, TP"
3,,SANTEE,030502010706,BERKELEY,"LAKE,  GOOSE CK RESERVOIR 1.95MI WEST OF POPPENHEIM CROSSING",RL-10104,AL,"CHLA, DO, TP"
3,,SANTEE,030502010706,BERKELEY,"LAKE,  GOOSE CK RESERVOIR 1.95MI WEST OF POPPENHEIM CROSSING",RL-10104,REC,ECOLI
3,,SANTEE,030502010706,BERKELEY,"LAKE,  GOOSE CK RESERVOIR 2.5MI SW OF POPPENHEIM CROSSING",RL-10108,AL,"CHLA, DO, TP"
3,,SANTEE,030502010706,BERKELEY,GOOSE CREEK RESERVOIR APPROXIMATELY 1.3 MILES UPSTREAM FROM THE DAM. SITE IS LOCATED 100 YARDS SOUTH,RL-11118,AL,"CHLA, PH, TP"
3,,SANTEE,030502010706,BERKELEY,GOOSE CK RESERVOIR APPROX 250 YDS NW OF END OF HANAHAN RD,RL-13132,AL,"PH, TP"
3,,SANTEE,030502010706,BERKELEY,GOOSE CREEK RESERVOIR 2.58 MILES NORTH OF JOHN R BETTIS LANDING,RL-15109,AL,"CHLA, TP"
3,,SANTEE,030502010706,BERKELEY,GOOSE CREEK RESERVOIR 100 M US OF DAM,ST-032,AL,TP
3,,SANTEE,030502010706,BERKELEY,GOOSE CK RESERVOIR AT 2ND POWERLINES US OF BOAT RAMP,ST-033,AL,TP
,,,,,,,,
3,,SANTEE,030502010707,CHARLESTON,CLARK SOUND AT OCEAN VIEW FLATS,10A-16,SHELLFISH,FC
3,,SANTEE,030502010707,CHARLESTON,FLUDD'S CREEK AT CLARK SOUND,10A-16A,SHELLFISH,FC
3,,SANTEE,030502010707,CHARLESTON,"CLARK SOUND,  550 YDS EAST OF STATION 10A-16A",10A-16B,SHELLFISH,FC
3,,SANTEE,030502010707,CHARLESTON,OUTFALL OF MORRIS ISLAND DISCHARGE,10A-29,SHELLFISH,FC
3,,SANTEE,030502010707,CHARLESTON,DEMETRE PARK (SUNRISE PARK) - END OF SUNRISE PARK DOCK FACING NORTHEAST TOWARDS THE OLD VILLAGE OF M,CH1,REC,ENTERO
3,,SANTEE,030502010707,CHARLESTON,"FILBIN CREEK AT VIRGINIA AVE,  NORTH CHARLESTON",MD-249,REC,ENTERO
3,*,SANTEE,030502010707,CHARLESTON,CHARLESTON HARBOR 0.5 MI SE OF MOUTH OF SHEM CK,RO-036044,AL,CU
3,,SANTEE,030502010707,CHARLESTON,CHARLESTON HARBOR; COOPER RIVER SIDE APPROX 365 YDS E OF BATTERY BETWEEN SHELLFISH SITES 10B-05 AND ,RO-12316,REC,ENTERO
3,*,SANTEE,030502010707,CHARLESTON,UNNAMED TRIBUTARY TO PARROT POINT CREEK 0.8 MI S OF FT JOHNSON,RT-042072,AL,TURBIDITY
3,,SANTEE,030502010707,CHARLESTON,CLARK SOUND APPROX 85 YDS S OF THE END OF LIGHTHOUSE RD. COULD BE DONE OFF ONE OF THE DOCKS TO THE E,RT-14088,AL,DO
3,,SANTEE,030502010707,CHARLESTON,CLARK SOUND APPROX 85 YDS S OF THE END OF LIGHTHOUSE RD. COULD BE DONE OFF ONE OF THE DOCKS TO THE E,RT-14088,REC,ENTERO
,,,,,,,,
3,,SANTEE,030502020105,CHARLESTON,RANTOWLES CREEK AT CONFLUENCE OF STONO RIVER,11-18,SHELLFISH,FC
,,,,,,,,
3,,SANTEE,030502020202,CHARLESTON,STONO RIVER AT ELLIOT'S CUT,11-01,SHELLFISH,FC
3,,SANTEE,030502020202,CHARLESTON,STONO RIVER AT SOUTHERN BOUNDARY OF ST. JOHN'S YACHT HARBOR MARINA CLOSURE ZONE,11-02A,SHELLFISH,FC
3,,SANTEE,030502020202,CHARLESTON,AIWW AT MARKER #21A,11-11,SHELLFISH,FC
